# co2_mlo_surface-insitu_1_ccgg_MonthlyData
# https://gml.noaa.gov/aftp/data/trace_gases/co2/in-situ/surface/mlo/co2_mlo_surface-insitu_1_ccgg_MonthlyData.txt
# Year, val columns
1974.32876712329	333.16
1974.41369863014	332.17
1974.49589041096	331.11
1974.58082191781	329.11
1974.66575342466	327.3
1974.74794520548	327.3
1974.83287671233	328.27
1974.91506849315	329.61
1975	330.75
1975.08493150685	331.47
1975.16164383562	331.9
1975.24657534247	333.12
1975.32876712329	333.95
1975.41369863014	333.46
1975.49589041096	332.04
1975.58082191781	329.92
1975.66575342466	328.46
1975.74794520548	328.48
1975.83287671233	329.23
1975.91506849315	-999.99
1976	331.63
1976.08469945355	332.75
1976.16393442623	333.3
1976.24863387978	334.76
1976.3306010929	334.72
1976.41530054645	334.19
1976.49726775956	332.89
1976.58196721311	330.72
1976.66666666667	328.89
1976.74863387978	328.7
1976.83333333333	330.25
1976.91530054645	331.67
1977	332.66
1977.08493150685	333.22
1977.16164383562	334.98
1977.24657534247	336.22
1977.32876712329	336.92
1977.41369863014	336.16
1977.49589041096	334.81
1977.58082191781	332.61
1977.66575342466	331.27
1977.74794520548	331.28
1977.83287671233	332.53
1977.91506849315	333.61
1978	334.98
1978.08493150685	335.27
1978.16164383562	336.65
1978.24657534247	337.73
1978.32876712329	338.02
1978.41369863014	337.95
1978.49589041096	336.34
1978.58082191781	334.65
1978.66575342466	332.35
1978.74794520548	332.42
1978.83287671233	333.76
1978.91506849315	334.96
1979	336.11
1979.08493150685	336.69
1979.16164383562	338.3
1979.24657534247	338.87
1979.32876712329	339.24
1979.41369863014	339.34
1979.49589041096	337.52
1979.58082191781	335.66
1979.66575342466	333.9
1979.74794520548	334.27
1979.83287671233	335.4
1979.91506849315	336.74
1980	337.9
1980.08469945355	338.37
1980.16393442623	340.11
1980.24863387978	340.97
1980.3306010929	341.45
1980.41530054645	341.42
1980.49726775956	339.47
1980.58196721311	337.72
1980.66666666667	336.29
1980.74863387978	336.14
1980.83333333333	337.28
1980.91530054645	338.36
1981	339.28
1981.08493150685	340.55
1981.16164383562	341.65
1981.24657534247	342.59
1981.32876712329	343.03
1981.41369863014	342.52
1981.49589041096	340.86
1981.58082191781	338.6
1981.66575342466	336.96
1981.74794520548	337.04
1981.83287671233	338.52
1981.91506849315	339.88
1982	340.94
1982.08493150685	341.75
1982.16164383562	342.64
1982.24657534247	343.89
1982.32876712329	344.77
1982.41369863014	343.93
1982.49589041096	342.48
1982.58082191781	340.28
1982.66575342466	338.35
1982.74794520548	338.44
1982.83287671233	339.45
1982.91506849315	340.78
1983	341.59
1983.08493150685	342.81
1983.16164383562	343.34
1983.24657534247	345.45
1983.32876712329	346.13
1983.41369863014	345.77
1983.49589041096	344.35
1983.58082191781	342.57
1983.66575342466	340.46
1983.74794520548	340.45
1983.83287671233	341.8
1983.91506849315	343.28
1984	344.2
1984.08469945355	344.94
1984.16393442623	345.61
1984.24863387978	347.48
1984.3306010929	347.78
1984.41530054645	347.15
1984.49726775956	345.83
1984.58196721311	343.8
1984.66666666667	341.56
1984.74863387978	341.85
1984.83333333333	343.18
1984.91530054645	345.04
1985	345.48
1985.08493150685	346.44
1985.16164383562	347.83
1985.24657534247	348.61
1985.32876712329	349.28
1985.41369863014	348.59
1985.49589041096	347
1985.58082191781	345.02
1985.66575342466	343.47
1985.74794520548	343.38
1985.83287671233	344.76
1985.91506849315	346.15
1986	346.8
1986.08493150685	347.48
1986.16164383562	348.22
1986.24657534247	349.86
1986.32876712329	350.52
1986.41369863014	349.99
1986.49589041096	348.3
1986.58082191781	346.19
1986.66575342466	345.39
1986.74794520548	344.76
1986.83287671233	346.26
1986.91506849315	347.4
1987	348.69
1987.08493150685	348.91
1987.16164383562	349.8
1987.24657534247	351.43
1987.32876712329	352.15
1987.41369863014	351.68
1987.49589041096	350.35
1987.58082191781	348.2
1987.66575342466	346.62
1987.74794520548	346.78
1987.83287671233	348.08
1987.91506849315	349.29
1988	350.45
1988.08469945355	351.74
1988.16393442623	352.46
1988.24863387978	353.66
1988.3306010929	354.35
1988.41530054645	353.81
1988.49726775956	352.77
1988.58196721311	350.44
1988.66666666667	348.98
1988.74863387978	349.39
1988.83333333333	350.47
1988.91530054645	351.61
1989	353.06
1989.08493150685	353.42
1989.16164383562	354.07
1989.24657534247	355.72
1989.32876712329	355.95
1989.41369863014	355.42
1989.49589041096	354.05
1989.58082191781	351.88
1989.66575342466	350.12
1989.74794520548	350.36
1989.83287671233	351.58
1989.91506849315	352.87
1990	353.87
1990.08493150685	355.1
1990.16164383562	355.77
1990.24657534247	356.37
1990.32876712329	357.38
1990.41369863014	356.41
1990.49589041096	354.9
1990.58082191781	353.04
1990.66575342466	351.36
1990.74794520548	351.7
1990.83287671233	353.09
1990.91506849315	354.43
1991	354.93
1991.08493150685	355.82
1991.16164383562	357.34
1991.24657534247	358.77
1991.32876712329	359.24
1991.41369863014	358.23
1991.49589041096	356.31
1991.58082191781	353.83
1991.66575342466	352.33
1991.74794520548	352.41
1991.83287671233	353.89
1991.91506849315	355.23
1992	356.34
1992.08469945355	357.22
1992.16393442623	357.95
1992.24863387978	359.23
1992.3306010929	359.71
1992.41530054645	359.44
1992.49726775956	357.15
1992.58196721311	355.08
1992.66666666667	352.99
1992.74863387978	353.43
1992.83333333333	354.4
1992.91530054645	355.68
1993	357.11
1993.08493150685	357.42
1993.16164383562	358.6
1993.24657534247	359.4
1993.32876712329	360.31
1993.41369863014	359.64
1993.49589041096	357.49
1993.58082191781	355.78
